time,wx,wy,wz
14.542697191238403,-1.28,0.02,0.46
14.54287314414978,-1.28,0.02,0.46
14.54302191734314,-1.28,0.02,0.46
14.545786142349243,-1.43,-0.16,0.38
14.555896997451782,-1.45,-0.33,0.34
14.565885066986084,-1.39,-0.49,0.32
14.576555013656616,-1.26,-0.58,0.29
14.586179971694946,-1.1,-0.57,0.21
14.596121072769165,-0.91,-0.47,0.05
14.606490850448608,-0.74,-0.27,-0.17
14.639335870742798,-0.2,0.55,-0.32
14.639512062072754,-0.2,0.55,-0.32
14.639701128005981,-0.2,0.55,-0.32
14.645652055740356,-0.09,0.52,-0.1
14.655616998672485,-0.1,0.14,0.13
14.665892839431763,-0.22,-0.51,0.27
14.676432847976685,-0.42,-1.2,0.25
14.686248064041138,-0.63,-1.83,0.09
14.695970058441162,-0.75,-2.27,-0.15
14.70630407333374,-0.79,-2.42,-0.41
14.739586114883423,-0.88,-0.39,-1.09
14.7397620677948,-0.88,-0.39,-1.09
14.739914178848267,-0.88,-0.39,-1.09
14.745233058929443,-0.97,0.77,-1.23
14.755286931991577,-1.25,1.66,-1.28
14.76529598236084,-1.68,2.2,-1.11
14.775924921035767,-2.03,2.03,-0.86
14.78600811958313,-2.2,1.22,-0.74
14.79575514793396,-2.32,0.21,-0.73
14.806097030639648,-2.43,-0.63,-0.76
14.839699029922485,-0.64,-0.27,-1.39
14.839890003204346,-0.64,-0.27,-1.39
14.84005618095398,-0.64,-0.27,-1.39
14.844882011413574,0.7,0.42,-1.39
14.855047941207886,2.04,1.1,-1.11
14.864957094192505,3.24,1.58,-0.55
14.874891996383667,4.21,1.82,0.13
14.885690927505493,4.9,1.83,0.78
14.895303010940552,5.26,1.63,1.27
14.905449151992798,5.29,1.27,1.58
14.938667058944702,3.99,0.04,1.64
14.938885927200317,3.99,0.04,1.64
14.939031839370728,3.99,0.04,1.64
14.944626092910767,3.26,-0.17,1.48
14.95478105545044,2.42,-0.12,1.35
14.964761972427368,1.5,0.19,1.33
14.975334882736206,0.58,0.6,1.41
14.985347986221313,-0.12,0.88,1.5
14.994976043701172,-0.58,0.96,1.55
15.005231142044067,-0.88,0.92,1.59
15.038738012313843,-1.1,0.12,1.54
15.038918018341064,-1.1,0.12,1.54
15.039078950881958,-1.1,0.12,1.54
15.044278860092163,-0.93,-0.32,1.39
15.054476022720337,-0.72,-0.63,1.2
15.064329862594604,-0.55,-0.67,1.0
15.074926137924194,-0.41,-0.46,0.83
15.084942102432251,-0.29,-0.05,0.68
15.094413995742798,-0.28,0.54,0.49
15.104986906051636,-0.42,1.12,0.25
15.140504121780396,-1.25,0.88,0.3
15.140683889389038,-1.25,0.88,0.3
15.140866994857788,-1.25,0.88,0.3
15.144052982330322,-1.21,-0.11,0.46
15.154142141342163,-1.08,-1.06,0.39
15.164045095443726,-0.92,-1.7,0.12
15.174823999404907,-0.82,-1.89,-0.12
15.184798955917358,-0.84,-1.69,-0.21
15.194666147232056,-0.94,-1.22,-0.18
15.20466685295105,-1.02,-0.67,-0.19
15.23812198638916,-1.02,0.95,-0.81
15.238302946090698,-1.02,0.95,-0.81
15.238450050354004,-1.02,0.95,-0.81
15.243699073791504,-1.19,1.17,-0.82
15.25382113456726,-1.33,1.05,-0.76
15.263763189315796,-1.39,0.72,-0.73
15.274096965789795,-1.39,0.39,-0.74
15.284282922744751,-1.3,0.22,-0.85
15.293720960617065,-1.05,0.21,-1.01
15.304341077804565,-0.61,0.32,-1.14
15.340088129043579,1.15,0.61,-0.79
15.340303182601929,1.15,0.61,-0.79
15.340452909469604,1.15,0.61,-0.79
15.34339690208435,1.65,0.6,-0.48
15.353563070297241,2.07,0.57,-0.19
15.363442182540894,2.37,0.49,0.06
15.374387979507446,2.5,0.4,0.29
15.383969068527222,2.46,0.3,0.5
15.393501996994019,2.27,0.22,0.65
15.404093980789185,1.93,0.2,0.75
15.440274000167847,0.22,0.25,1.07
15.440477132797241,0.22,0.25,1.07
15.440623044967651,0.22,0.25,1.07
15.443071126937866,-0.39,0.16,1.16
15.453274965286255,-0.94,-0.03,1.19
15.46309494972229,-1.38,-0.25,1.15
15.473783016204834,-1.68,-0.45,1.05
15.483701944351196,-1.86,-0.64,0.92
15.493103981018066,-1.91,-0.81,0.79
15.503730058670044,-1.81,-0.97,0.65
15.537912130355835,-0.73,-0.74,0.09
15.538089036941528,-0.73,-0.74,0.09
15.538235902786255,-0.73,-0.74,0.09
15.542757987976074,-0.3,-0.2,-0.03
15.552870988845825,0.09,0.41,-0.11
15.562824964523315,0.42,0.88,-0.17
15.573548078536987,0.59,1.13,-0.18
15.583335161209106,0.6,1.15,-0.12
15.592712163925171,0.52,0.9,0.01
15.603322982788086,0.38,0.39,0.17
15.640756845474243,-0.51,-1.34,-0.25
15.640935182571411,-0.51,-1.34,-0.25
15.641083002090454,-0.51,-1.34,-0.25
15.642359018325806,-0.85,-1.51,-0.42
15.652610063552856,-1.08,-1.36,-0.5
15.662503957748413,-1.17,-0.96,-0.57
15.673017024993896,-1.06,-0.45,-0.73
15.682898044586182,-0.8,0.11,-0.95
15.692766904830933,-0.63,0.68,-1.14
15.703175067901611,-0.61,1.18,-1.23
15.737972974777222,-0.33,1.28,-1.06
15.738149881362915,-0.33,1.28,-1.06
15.738299131393433,-0.33,1.28,-1.06
15.742118120193481,-0.14,1.01,-0.98
15.752356052398682,-0.0,0.7,-0.87
15.762155055999756,0.06,0.38,-0.72
15.77285885810852,0.11,0.11,-0.58
15.782731056213379,0.18,-0.09,-0.49
15.792322874069214,0.32,-0.23,-0.44
15.80271315574646,0.55,-0.32,-0.44
15.83930516242981,1.4,-0.45,-0.18
15.839494943618774,1.4,-0.45,-0.18
15.839639902114868,1.4,-0.45,-0.18
15.841819047927856,1.61,-0.41,-0.01
15.8520028591156,1.75,-0.38,0.16
15.861847162246704,1.82,-0.32,0.34
15.872609853744507,1.78,-0.25,0.5
15.882330179214478,1.62,-0.18,0.62
15.892068147659302,1.3,-0.13,0.71
15.902459859848022,0.78,-0.01,0.81
15.937160015106201,-1.06,0.06,1.02
15.937335014343262,-1.06,0.06,1.02
15.937483072280884,-1.06,0.06,1.02
15.94146990776062,-1.47,-0.06,1.05
15.951739072799683,-1.76,-0.23,1.08
15.961539030075073,-1.92,-0.37,1.09
15.972050905227661,-1.84,-0.55,0.95
15.982147932052612,-1.49,-0.8,0.69
15.991713047027588,-0.99,-0.88,0.36
16.002230882644653,-0.46,-0.71,0.1
16.038726091384888,0.93,1.43,0.13
16.038907051086426,0.93,1.43,0.13
16.039052963256836,0.93,1.43,0.13
16.041195154190063,1.14,1.94,0.37
16.05138897895813,1.16,1.7,0.6
16.06126093864441,1.06,0.66,0.53
16.07216191291809,0.83,-0.75,0.16
16.08198094367981,0.42,-1.93,-0.4
16.09163999557495,-0.02,-2.55,-0.95
16.10192084312439,-0.48,-2.46,-1.17
16.135359048843384,-1.53,-0.48,-0.75
16.13549017906189,-1.53,-0.48,-0.75
16.135595083236694,-1.53,-0.48,-0.75
16.14089798927307,-1.66,0.08,-1.02
16.151079893112183,-1.81,0.53,-1.31
16.16092300415039,-2.0,0.88,-1.44
16.17099905014038,-2.07,1.0,-1.49
16.181687116622925,-1.93,1.01,-1.53
16.19095802307129,-1.64,1.04,-1.5
16.20186495780945,-1.21,1.01,-1.35
16.213736057281494,-0.69,0.94,-1.09
16.238296031951904,0.35,0.74,-0.51
16.238489866256714,0.35,0.74,-0.51
16.24079704284668,0.78,0.6,-0.31
16.25070595741272,1.18,0.39,-0.2
16.260742902755737,1.57,0.12,-0.15
16.27065110206604,1.9,-0.15,-0.12
16.28124213218689,2.19,-0.36,-0.14
16.290652990341187,2.38,-0.48,-0.13
16.30132007598877,2.47,-0.49,-0.07
16.313050985336304,2.41,-0.43,0.05
16.335920095443726,1.77,0.07,0.35
16.336045026779175,1.77,0.07,0.35
16.340204000473022,1.19,0.57,0.54
16.350295066833496,0.56,1.11,0.78
16.36059594154358,0.05,1.44,1.02
16.370393991470337,-0.31,1.54,1.19
16.380743980407715,-0.57,1.42,1.33
16.39018988609314,-0.77,1.09,1.48
16.400838136672974,-0.9,0.56,1.6
16.412760019302368,-0.99,-0.14,1.7
16.43579602241516,-1.18,-1.45,1.83
16.43592405319214,-1.18,-1.45,1.83
16.440202951431274,-1.27,-1.74,1.87
16.449977159500122,-1.26,-1.76,1.8
16.460005044937134,-1.07,-1.62,1.61
16.470060110092163,-0.68,-1.3,1.21
16.480844020843506,-0.28,-0.86,0.65
16.489968061447144,0.01,-0.52,-0.02
16.50049901008606,0.07,-0.24,-0.68
16.533902883529663,-1.0,-0.06,-0.9
16.534033060073853,-1.0,-0.06,-0.9
16.534142017364502,-1.0,-0.06,-0.9
16.539704084396362,-1.12,-0.2,-0.87
16.55008816719055,-1.06,-0.47,-1.2
16.559798002243042,-0.87,-0.77,-1.67
16.56973910331726,-0.68,-0.92,-2.05
16.580610990524292,-0.64,-0.81,-2.21
16.590211153030396,-0.73,-0.52,-2.16
16.60023283958435,-0.86,-0.19,-1.95
16.631744146347046,-1.49,1.05,-0.94
16.631870985031128,-1.49,1.05,-0.94
16.631974935531616,-1.49,1.05,-0.94
16.63947892189026,-1.57,1.02,-0.74
16.649523973464966,-1.46,0.82,-0.6
16.659435987472534,-1.25,0.56,-0.5
16.670408964157104,-1.0,0.36,-0.4
16.679874181747437,-0.72,0.26,-0.32
16.68954300880432,-0.43,0.24,-0.2
16.700071096420288,-0.12,0.21,-0.07
16.735260009765625,1.12,-0.09,0.22
16.735459089279175,1.12,-0.09,0.22
16.735606908798218,1.12,-0.09,0.22
16.739124059677124,1.63,-0.21,0.29
16.749292135238647,2.1,-0.26,0.36
16.759149074554443,2.47,-0.25,0.43
16.769768953323364,2.71,-0.25,0.52
16.779722929000854,2.86,-0.26,0.61
16.789078950881958,2.93,-0.22,0.71
16.799766063690186,2.85,-0.16,0.81
16.81147313117981,2.6,-0.05,0.9
16.835500955581665,1.48,0.3,1.19
16.835710048675537,1.48,0.3,1.19
16.8385808467865,0.81,0.4,1.38
16.84881615638733,0.25,0.33,1.53
16.858872175216675,-0.11,0.14,1.59
16.868848085403442,-0.32,-0.2,1.6
16.879394054412842,-0.41,-0.62,1.52
16.8885760307312,-0.42,-1.06,1.41
16.899262189865112,-0.41,-1.35,1.27
16.933295965194702,-0.43,-0.99,0.97
16.93348002433777,-0.43,-0.99,0.97
16.933600187301636,-0.43,-0.99,0.97
16.93861413002014,-0.37,-0.58,0.92
16.948615074157715,-0.26,-0.17,0.81
16.95853018760681,-0.1,0.18,0.59
16.96860384941101,0.07,0.48,0.35
16.97913908958435,0.2,0.54,0.18
16.988701105117798,0.37,0.29,0.12
16.999099016189575,0.56,-0.12,0.18
17.010854959487915,0.76,-0.66,0.24
17.034345865249634,0.89,-1.21,0.09
17.03447198867798,0.89,-1.21,0.09
17.038174867630005,0.54,-0.94,0.06
17.048163175582886,-0.03,-0.41,0.14
17.058253049850464,-0.59,0.19,0.24
17.068236112594604,-1.08,0.69,0.23
17.078817129135132,-1.61,1.11,0.03
17.088155031204224,-2.15,1.48,-0.29
17.0989248752594,-2.53,1.59,-0.59
17.10855984687805,-2.66,1.53,-0.84
17.132362127304077,-2.06,1.0,-1.13
17.132493019104004,-2.06,1.0,-1.13
17.137626886367798,-1.44,0.73,-1.2
17.148060083389282,-0.77,0.67,-1.18
17.157835006713867,-0.14,0.76,-1.09
17.168195962905884,0.33,0.95,-0.98
17.178509950637817,0.6,1.11,-0.86
17.18798518180847,0.72,1.09,-0.75
17.198646068572998,0.78,0.9,-0.7
17.233036041259766,0.67,-0.03,-0.48
17.233216047286987,0.67,-0.03,-0.48
17.233365058898926,0.67,-0.03,-0.48
17.237565994262695,0.61,-0.23,-0.33
17.247742891311646,0.59,-0.32,-0.1
17.257380962371826,0.59,-0.3,0.17
17.268329858779907,0.55,-0.17,0.45
17.277976036071777,0.4,-0.01,0.72
17.287697076797485,0.16,0.11,0.94
17.298223972320557,-0.12,0.1,1.03
17.308016061782837,-0.36,-0.04,0.98
17.334215879440308,-0.62,-0.42,0.72
17.33439803123474,-0.62,-0.42,0.72
17.337040185928345,-0.6,-0.71,0.58
17.34742498397827,-0.47,-0.98,0.42
17.35757303237915,-0.29,-1.12,0.35
17.36733317375183,-0.07,-1.09,0.31
17.37791085243225,0.14,-0.86,0.28
17.38723587989807,0.3,-0.55,0.29
17.397947072982788,0.4,-0.19,0.3
17.431804895401,0.78,0.1,-0.1
17.43198299407959,0.78,0.1,-0.1
17.432153940200806,0.78,0.1,-0.1
17.43684196472168,0.96,-0.23,-0.16
17.44712805747986,1.04,-0.62,-0.07
17.45690417289734,1.12,-0.96,0.1
17.46700406074524,1.23,-1.18,0.25
17.477493047714233,1.23,-1.17,0.13
17.48690104484558,0.89,-0.81,-0.05
17.497504949569702,0.09,-0.1,-0.01
17.531675100326538,-2.63,1.21,0.22
17.531853914260864,-2.63,1.21,0.22
17.5320041179657,-2.63,1.21,0.22
17.536623001098633,-3.35,1.27,0.03
17.54686713218689,-3.85,1.17,-0.13
17.556596994400024,-3.98,0.96,-0.28
17.56666111946106,-3.56,0.53,-0.54
17.577414989471436,-2.75,0.08,-0.89
17.586652994155884,-1.75,-0.22,-1.24
17.59710192680359,-0.8,-0.14,-1.47
17.609235048294067,0.06,0.19,-1.53
17.632569074630737,1.64,1.09,-1.41
17.632694959640503,1.64,1.09,-1.41
17.636345148086548,2.34,1.44,-1.29
17.646354913711548,2.89,1.64,-1.17
17.6564040184021,3.24,1.69,-1.07
17.666383028030396,3.31,1.64,-0.99
17.677183866500854,3.05,1.48,-0.93
17.68623185157776,2.52,1.22,-0.87
17.696876049041748,1.8,0.92,-0.78
17.70668601989746,1.01,0.63,-0.62
17.730313062667847,-0.3,0.12,-0.14
17.730437994003296,-0.3,0.12,-0.14
17.73579502105713,-0.7,-0.08,0.19
17.746270895004272,-1.0,-0.15,0.56
17.75601601600647,-1.18,-0.22,0.94
17.766095876693726,-1.3,-0.27,1.25
17.77680993080139,-1.39,-0.34,1.45
17.786011934280396,-1.45,-0.46,1.56
17.796694040298462,-1.41,-0.65,1.58
17.806323051452637,-1.21,-0.76,1.5
17.832035064697266,-0.48,-0.29,1.12
17.832163095474243,-0.48,-0.29,1.12
17.835535049438477,0.0,0.16,0.94
17.84592318534851,0.54,0.58,0.7
17.855700969696045,1.04,0.92,0.49
17.86576008796692,1.46,1.11,0.27
17.87643003463745,1.66,0.98,0.09
17.885706186294556,1.62,0.3,0.03
17.896570920944214,1.26,-0.62,-0.06
17.930609941482544,-1.74,-1.5,-0.47
17.930786848068237,-1.74,-1.5,-0.47
17.930943965911865,-1.74,-1.5,-0.47
17.935211896896362,-2.46,-1.43,-0.33
17.94563889503479,-2.75,-1.29,-0.23
17.955419063568115,-2.74,-0.97,-0.4
17.965473890304565,-2.49,-0.46,-0.75
17.976505041122437,-2.15,0.08,-0.98
17.985501050949097,-1.78,0.49,-1.03
17.995913982391357,-1.4,0.65,-1.0
18.005738019943237,-1.08,0.62,-0.93
18.029937028884888,-0.46,0.52,-0.71
18.03006601333618,-0.46,0.52,-0.71
18.034969091415405,-0.1,0.58,-0.57
18.045221090316772,0.31,0.7,-0.45
18.055320978164673,0.8,0.83,-0.34
18.06523108482361,1.36,0.89,-0.23
18.075780153274536,1.95,0.88,-0.11
18.085114002227783,2.52,0.8,0.03
18.09582495689392,3.0,0.68,0.17
18.10543417930603,3.34,0.56,0.32
18.13059115409851,3.62,0.33,0.64
18.130717039108276,3.62,0.33,0.64
18.134589910507202,3.58,0.32,0.77
18.145006895065308,3.39,0.37,0.88
18.15479302406311,3.04,0.45,1.02
18.164906978607178,2.5,0.54,1.14
18.175400018692017,1.82,0.65,1.25
18.184715032577515,1.03,0.7,1.35
18.195586919784546,0.24,0.64,1.39
18.20720410346985,-0.47,0.44,1.37
18.230704069137573,-1.45,-0.41,1.23
18.230830907821655,-1.45,-0.41,1.23
18.23431396484375,-1.73,-0.77,1.13
18.244505167007446,-1.96,-0.97,1.08
18.254498958587646,-2.11,-1.12,1.07
18.26448893547058,-2.16,-1.26,0.99
18.27522897720337,-2.06,-1.36,0.77
18.284545183181763,-1.75,-1.32,0.34
18.29514193534851,-1.22,-1.15,-0.21
18.32883095741272,0.02,0.34,-0.46
18.32901096343994,0.02,0.34,-0.46
18.32915997505188,0.02,0.34,-0.46
18.334123849868774,0.04,0.49,0.16
18.344364881515503,-0.06,0.44,0.74
18.354225873947144,-0.34,0.32,0.88
18.364318132400513,-0.75,0.09,0.5
18.37500786781311,-1.3,-0.22,-0.14
18.38464903831482,-1.86,-0.46,-0.7
18.39480710029602,-2.23,-0.52,-1.03
18.427868127822876,-2.64,0.47,-0.7
18.427998065948486,-2.64,0.47,-0.7
18.42815089225769,-2.64,0.47,-0.7
18.433640003204346,-3.12,0.96,-0.27
18.444159030914307,-3.33,1.04,-0.06
18.45394492149353,-3.09,0.79,-0.14
18.46406102180481,-2.51,0.48,-0.41
18.474589109420776,-1.79,0.47,-0.69
18.48387098312378,-1.0,0.61,-0.86
18.494559049606323,-0.22,0.81,-0.9
18.527971029281616,1.83,1.24,0.08
18.528151988983154,1.83,1.24,0.08
18.528303861618042,1.83,1.24,0.08
18.53348708152771,2.38,1.25,0.47
18.543796062469482,2.81,1.19,0.77
18.553611040115356,3.07,1.03,0.98
18.56373906135559,3.14,0.81,1.09
18.574342012405396,3.07,0.52,1.14
18.583603143692017,2.87,0.23,1.19
18.59422993659973,2.56,0.01,1.29
18.62824296951294,1.2,-0.06,1.66
18.628424882888794,1.2,-0.06,1.66
18.628571033477783,1.2,-0.06,1.66
18.633275985717773,0.72,-0.02,1.81
18.643476963043213,0.31,-0.06,1.94
18.65332007408142,0.0,-0.2,2.02
18.66425395011902,-0.22,-0.36,2.04
18.673750162124634,-0.4,-0.53,2.01
18.683479070663452,-0.55,-0.72,1.9
18.693966150283813,-0.66,-0.9,1.69
18.72939896583557,-0.6,-1.17,1.11
18.72957706451416,-0.6,-1.17,1.11
18.7297260761261,-0.6,-1.17,1.11
18.732985019683838,-0.35,-1.11,0.82
18.743195056915283,-0.02,-0.99,0.49
18.753051042556763,0.28,-0.71,0.21
18.76374316215515,0.52,-0.25,0.02
18.77344799041748,0.78,0.38,-0.09
18.78313899040222,1.09,1.01,-0.05
18.793622970581055,1.38,1.28,0.19
18.829411029815674,0.68,0.11,0.72
18.82963800430298,0.68,0.11,0.72
18.829797983169556,0.68,0.11,0.72
18.832800149917603,-0.18,-0.58,0.38
18.842833042144775,-1.18,-1.03,0.12
18.852795839309692,-1.95,-1.16,-0.03
18.863492965698242,-2.37,-0.88,-0.22
18.873141050338745,-2.62,-0.23,-0.49
18.882818937301636,-2.92,0.68,-0.77
18.89334511756897,-3.29,1.49,-0.84
18.927955865859985,-2.42,1.64,-0.59
18.92813515663147,-2.42,1.64,-0.59
18.928280115127563,-2.42,1.64,-0.59
18.932393074035645,-1.49,1.15,-0.63
18.942547082901,-0.57,0.83,-0.64
18.95246911048889,0.25,0.71,-0.58
18.963152170181274,1.01,0.74,-0.52
18.973116159439087,1.71,0.86,-0.42
18.982316970825195,2.31,0.95,-0.28
18.992841958999634,2.78,0.95,-0.1
19.025667905807495,3.41,0.52,0.37
19.02579617500305,3.41,0.52,0.37
19.025899171829224,3.41,0.52,0.37
19.032068967819214,3.38,0.33,0.5
19.04250693321228,3.26,0.17,0.61
19.05211305618286,3.03,0.1,0.7
19.06212592124939,2.69,0.18,0.77
19.072846174240112,2.23,0.37,0.87
19.08207607269287,1.67,0.62,0.99
19.092782974243164,1.08,0.82,1.12
19.12714409828186,-0.21,0.82,1.48
19.127323865890503,-0.21,0.82,1.48
19.12749218940735,-0.21,0.82,1.48
19.131799936294556,-0.55,0.63,1.58
19.14195418357849,-0.92,0.25,1.68
19.151885986328125,-1.26,-0.22,1.73
19.16248917579651,-1.54,-0.68,1.7
19.172180891036987,-1.73,-0.99,1.53
19.18206286430359,-1.72,-1.05,1.22
19.192413091659546,-1.47,-0.81,0.91
19.22725510597229,-0.18,-0.31,0.36
19.227437019348145,-0.18,-0.31,0.36
19.22758412361145,-0.18,-0.31,0.36
19.23141884803772,0.08,-0.25,0.51
19.241628885269165,0.32,-0.08,0.72
19.2515971660614,0.66,-0.12,0.99
19.262227058410645,1.14,-0.46,1.23
19.272207975387573,1.52,-0.88,1.3
19.281813859939575,1.55,-1.12,1.16
19.2919819355011,1.26,-1.2,0.95
19.327287912368774,-0.37,-0.4,0.64
19.32746911048889,-0.37,-0.4,0.64
19.3276150226593,-0.37,-0.4,0.64
19.33117699623108,-0.76,0.0,0.44
19.34145498275757,-1.19,0.29,0.17
19.351269006729126,-1.6,0.35,-0.17
19.36115288734436,-1.76,0.18,-0.57
19.371883153915405,-1.64,-0.08,-0.91
19.38108801841736,-1.3,-0.32,-1.07
19.391810178756714,-0.82,-0.47,-1.01
19.40157389640808,-0.28,-0.45,-0.8
19.42747712135315,0.56,-0.08,-0.2
19.427656888961792,0.56,-0.08,-0.2
19.43063187599182,0.69,0.05,0.1
19.441202878952026,0.84,-0.14,0.23
19.450870990753174,1.17,-0.61,0.06
19.460949182510376,1.6,-1.11,-0.22
19.47143006324768,1.98,-1.39,-0.45
19.480906009674072,2.33,-1.32,-0.55
19.49152398109436,2.63,-0.99,-0.48
19.501425981521606,2.85,-0.47,-0.27
19.52621293067932,2.91,0.39,0.25
19.5263409614563,2.91,0.39,0.25
19.530282974243164,2.71,0.55,0.39
19.540796995162964,2.35,0.56,0.41
19.550575017929077,1.89,0.39,0.34
19.56070303916931,1.41,0.13,0.2
19.57125496864319,1.03,-0.12,0.07
19.580713033676147,0.8,-0.29,0.0
19.591268062591553,0.64,-0.31,0.07
19.62562394142151,0.39,-0.16,0.5
19.62575888633728,0.39,-0.16,0.5
19.625866174697876,0.39,-0.16,0.5
19.63027787208557,0.32,-0.22,0.54
19.640441179275513,0.35,-0.36,0.46
19.650300979614258,0.52,-0.41,0.22
19.661234140396118,0.72,-0.31,0.03
19.67078399658203,0.88,-0.1,0.07
19.68059992790222,1.05,0.09,0.21
19.690943002700806,1.11,0.29,0.34
19.700845956802368,0.87,0.52,0.44
19.727280855178833,-0.1,0.35,0.5
19.7274169921875,-0.1,0.35,0.5
19.729851007461548,-0.55,-0.12,0.5
19.740144968032837,-0.68,-0.74,0.37
19.750043153762817,-0.55,-1.17,0.1
19.759987115859985,-0.45,-1.17,-0.11
19.770593881607056,-0.44,-0.8,-0.24
19.780117988586426,-0.45,-0.2,-0.28
19.79058599472046,-0.5,0.35,-0.24
19.800338983535767,-0.69,0.8,-0.19
19.82597303390503,-1.63,1.23,-0.28
19.826099157333374,-1.63,1.23,-0.28
19.829442024230957,-2.1,1.04,-0.33
19.839920043945312,-2.53,0.64,-0.23
19.849698066711426,-2.82,0.06,0.03
19.859678983688354,-2.87,-0.47,0.29
19.869649171829224,-2.63,-0.91,0.45
19.880293130874634,-2.1,-1.21,0.44
19.889965057373047,-1.35,-1.4,0.27
19.923716068267822,0.99,-0.96,-0.43
19.923843145370483,0.99,-0.96,-0.43
19.923948049545288,0.99,-0.96,-0.43
19.92907691001892,1.65,-0.52,-0.74
19.93962001800537,2.19,-0.09,-0.98
19.949381113052368,2.59,0.23,-1.08
19.95931601524353,2.75,0.41,-1.02
19.96991801261902,2.67,0.37,-0.9
19.9792640209198,2.37,0.16,-0.72
19.990004062652588,1.91,-0.09,-0.45
19.999708890914917,1.35,-0.26,-0.17
20.02498507499695,0.26,-0.39,0.25
20.025114059448242,0.26,-0.39,0.25
20.028966188430786,-0.1,-0.45,0.37
20.039068937301636,-0.34,-0.47,0.45
20.04905605316162,-0.48,-0.41,0.53
20.059037923812866,-0.58,-0.3,0.59
20.069660902023315,-0.65,-0.22,0.66
20.07918906211853,-0.68,-0.18,0.71
20.089593172073364,-0.62,-0.17,0.71
20.12330985069275,-0.04,0.1,0.35
20.123492002487183,-0.04,0.1,0.35
20.123636960983276,-0.04,0.1,0.35
20.128592014312744,0.04,0.46,0.16
20.138797998428345,-0.03,0.83,-0.02
20.14881205558777,-0.26,1.15,-0.12
20.158753156661987,-0.63,1.28,-0.12
20.169311046600342,-1.04,1.11,-0.11
20.178977966308594,-1.41,0.69,-0.15
20.18923592567444,-1.66,0.11,-0.18
20.22424817085266,-1.07,-1.49,-0.75
20.22442603111267,-1.07,-1.49,-0.75
20.22457194328308,-1.07,-1.49,-0.75
20.228414058685303,-0.92,-1.26,-1.03
20.238659143447876,-0.91,-0.47,-1.16
20.24845814704895,-0.9,0.61,-1.24
20.258411169052124,-0.81,1.55,-1.34
20.26933789253235,-0.86,2.08,-1.41
20.278620958328247,-1.18,2.33,-1.43
20.289124011993408,-1.67,2.21,-1.48
20.323585033416748,-2.65,0.97,-1.96
20.323725938796997,-2.65,0.97,-1.96
20.3238308429718,-2.65,0.97,-1.96
20.327969074249268,-2.5,0.77,-2.03
20.338281869888306,-2.12,0.75,-1.96
20.348155975341797,-1.6,0.78,-1.72
20.35822296142578,-1.0,0.76,-1.35
20.36872887611389,-0.47,0.77,-0.95
20.378062963485718,-0.03,0.72,-0.59
20.38880205154419,0.33,0.55,-0.34
20.423341035842896,0.58,-0.32,-0.11
20.423465967178345,0.58,-0.32,-0.11
20.423581838607788,0.58,-0.32,-0.11
20.427717924118042,0.37,-0.52,-0.05
20.4379141330719,0.07,-0.59,0.06
20.44784188270569,-0.33,-0.54,0.23
20.457826852798462,-0.77,-0.39,0.43
20.46860098838806,-1.18,-0.22,0.65
20.477965116500854,-1.45,-0.12,0.86
20.48850417137146,-1.53,-0.11,1.04
20.52354097366333,-1.02,-0.61,0.99
20.523721933364868,-1.02,-0.61,0.99
20.52387309074402,-1.02,-0.61,0.99
20.52750301361084,-0.71,-0.89,0.79
20.537678956985474,-0.38,-1.13,0.52
20.547828912734985,-0.15,-1.09,0.24
20.557520151138306,-0.06,-0.79,0.03
20.567900896072388,-0.06,-0.29,-0.09
20.57750701904297,-0.14,0.23,-0.13
20.58815312385559,-0.21,0.68,-0.11
20.62373995780945,-0.44,1.11,-0.06
20.62391996383667,-0.44,1.11,-0.06
20.624089002609253,-0.44,1.11,-0.06
20.627215147018433,-0.59,0.89,-0.33
20.637274026870728,-0.78,0.59,-0.54
20.6472430229187,-0.81,0.15,-0.56
20.657222032546997,-0.57,-0.17,-0.34
20.66826605796814,-0.29,-0.19,-0.08
20.677476167678833,-0.33,0.21,-0.09
20.68787693977356,-0.75,0.73,-0.24
20.72215485572815,-2.45,0.77,-0.94
20.722332000732422,-2.45,0.77,-0.94
20.722490072250366,-2.45,0.77,-0.94
20.72674298286438,-2.7,0.87,-1.39
20.737030029296875,-2.77,1.19,-1.67
20.746896028518677,-2.51,1.39,-1.72
20.75695013999939,-1.85,1.36,-1.75
20.767946004867554,-1.06,1.27,-1.8
20.77687096595764,-0.38,1.23,-1.84
20.787374019622803,0.19,1.19,-1.86
20.797250986099243,0.63,1.14,-1.84
20.820548057556152,1.26,0.79,-1.32
20.82071304321289,1.26,0.79,-1.32
20.82633399963379,1.51,0.57,-0.89
20.836701154708862,1.69,0.34,-0.51
20.846580982208252,1.74,0.05,-0.19
20.85669493675232,1.73,-0.3,0.08
20.867331981658936,1.68,-0.64,0.29
20.876700162887573,1.63,-0.89,0.47
20.88727116584778,1.59,-1.03,0.64
20.922955989837646,1.37,-0.72,1.03
20.92314600944519,1.37,-0.72,1.03
20.923301935195923,1.37,-0.72,1.03
20.926532983779907,1.26,-0.58,1.12
20.93636918067932,1.13,-0.49,1.18
20.94631791114807,0.99,-0.46,1.2
20.957242012023926,0.83,-0.5,1.19
20.966731071472168,0.67,-0.63,1.17
20.976391077041626,0.51,-0.84,1.15
20.986953020095825,0.35,-1.05,1.12
